"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"
"ENSG00000159723.4 chr16_67082071"	-1	-1	0.986071385322185	-1	-1	0.304761750862147	0.663099147441316	0.810377811877886	-1	0.631821565003733	-1
"ENSG00000156050.8 chr14_73195660"	-1	0.902867415103508	0.593648380863581	0.966524141478006	0.375511118465177	0.974555260442663	0.8853729244453	0.969705954753353	0.11551928833904	0.943781303253326	0.952940038667068
"ENSG00000182676.4 chr17_81941407"	-1	0.97906120327095	0.76294862089842	0.0206723549911502	0.000103543034315723	0.786115132210369	0.961014768166545	0.634785945516967	0.688964607609826	0.617201727018149	0.999057113340791
"ENSG00000025293.16 chr20_34952197"	-1	0.992081447249126	0.761743667043219	0.198339094169247	0.688012559705912	0.958111819121929	0.946202537463288	0.613517112510113	0.782158442514008	0.548320884851597	0.755870494354501
"ENSG00000147324.10 chr8_8877703"	-1	0.260896601284104	0.895240633302	0.768499863363388	0.902983157434576	0.0121007090378987	0.985525528407411	0.874319400205532	0.995110399569015	0.874708002613539	0.841453924197357
"ENSG00000175352.10 chr11_9025220"	0.776641465593868	0.964891098100747	0.618967582293391	0.687005635683905	0.542152762950842	0.925375962345358	0.489949209960861	0.900949332125415	0.995939154982833	0.595877752211198	0.956428010338772
"ENSG00000171446.6 chr17_39832067"	-1	-1	-1	0.99766086982869	0.979707257391805	-1	0.987110683785916	-1	0.975365329311094	0.444610537206392	0.901973250802672
"ENSG00000147421.17 chr8_29818665"	0.886409923471229	0.9854653385207	0.937048010594212	0.81552935242924	0.982631812748491	0.594591222082362	0.99736444601969	0.740113962366551	0.994510630647013	0.980725282458334	0.990578458082897
"ENSG00000196236.12 chr22_41046827"	0.155970846252261	0.600887791187519	0.923691848616267	0.983161228794559	0.488805332751329	0.613517112510113	0.233646382943664	0.82273822270246	0.995672007566708	0.607521839341473	0.704309338578618
"ENSG00000142149.8 chr21_31933184"	-1	0.81552935242924	0.0705417754202525	0.671131595864043	0.982631812748491	-1	0.877186499202364	0.595953764732456	0.999492377858647	0.48266813355746	0.977254207588188
"ENSG00000116406.18 chr1_185366387"	0.674005854132375	0.843324005882429	0.850730086411879	0.876693363363587	0.977790680608551	0.73188427672812	0.972670012008733	0.997555618295349	0.897740116167966	0.900290632173228	0.944648788402219
"ENSG00000075886.10 chr2_131475220"	0.0464431985322785	0.518049138230962	0.086479592728817	0.732209561870349	0.600964450184707	0.253579858803776	0.56380287203275	0.386558566379441	0.99860915988058	0.880738530289726	0.944648788402219
"ENSG00000090054.13 chr9_91949367"	0.069615192330606	0.99860915988058	0.983394548936441	0.998505594971526	0.154335137287659	0.948381212285041	0.749142653930961	0.917472509770775	0.956509139217765	0.938462945379793	0.567228129396434
"ENSG00000127743.5 chr5_149945313"	0.905797863700987	0.774727948342301	0.995672007566708	0.901973250802672	0.993068181134723	-1	0.741997636930974	-1	0.429764772727774	0.973779958652878	0.958214874614094
"ENSG00000154080.13 chr18_27120600"	0.844328611158575	0.9711354740142	0.964220939056741	0.999057113340791	-1	-1	0.925375962345358	0.999492377858647	0.982286220068405	0.673526455546452	0.848662125773716
"ENSG00000168734.13 chr20_44417841"	-1	0.516373476895726	0.817342695023344	0.786063054025188	0.844460533930537	0.961856523803789	0.491662549356296	0.952989026930345	0.819909679343613	0.752882777928127	0.714629252974822
"ENSG00000138303.17 chr10_72558170"	0.459382584201396	0.943071898141254	0.664108886635594	0.533578855981189	0.164261838950724	0.191523192989582	0.389603708881154	0.673462424907557	0.841166110853107	0.594952238939196	0.822988318630886
"ENSG00000204592.8 chr6_30585160"	0.550301762061666	0.403131886989611	0.88868831856441	0.635803281226535	0.968601787697314	0.623501504331882	0.710055721255082	0.946241330785008	0.610786921277772	0.461250485754159	0.557684605247439
"ENSG00000124207.16 chr20_48127286"	-1	0.886630715944695	0.604866435329563	0.979213896088399	0.698842942977414	0.991453897916159	0.728972063112601	0.566266179100354	0.907462191471165	0.752123175312724	0.511873724450916
"ENSG00000144481.16 chr2_234877441"	-1	-1	9.92000814576738e-06	-1	-1	-1	-1	-1	-1	-1	-1
"ENSG00000130363.11 chr6_158993210"	0.00401943163046176	0.576454107031757	0.743510755289327	0.972670012008733	0.0410719200509011	0.248326035525623	0.697022944825502	0.879441699835302	0.275211392579479	0.896993763215974	0.804247264838423
"ENSG00000167842.15 chr17_6092132"	-1	0.708445469232602	0.895240633302	0.87640481529192	0.913005145943259	0.895641930889555	0.424664381933736	0.678112733887631	0.980594657630837	0.858813318449539	0.903975791712782
"ENSG00000118308.15 chr12_24929329"	-1	0.688964607609826	0.974731975120464	0.291622449277034	0.786115132210369	0.878436742439245	0.959000916799225	0.619083577690355	0.66706562080792	0.82273822270246	0.132980545498285
"ENSG00000147465.11 chr8_38561316"	-1	0.968927418969258	0.999492377858647	0.894249471420024	0.65096429082696	0.751879141426371	0.88156951833921	0.913005145943259	0.992659175661593	0.80687612521139	0.995939154982833
"ENSG00000179528.15 chr2_74915350"	-1	0.93392458486212	0.794161670441424	0.641291809394443	0.790073484688527	0.974159608427567	0.845754163262132	0.992997797548392	0.393069706181081	0.973967042992304	0.973409489321346
"ENSG00000082996.19 chr3_150784339"	-1	0.215265407373907	0.454161022058381	0.376499159136839	0.990250543939164	0.977098331841347	0.936324794280789	0.972402633499369	0.995939154982833	0.928621146757389	0.767844731644434
"ENSG00000197165.10 chr16_28814456"	0.00542324920153578	0.869642275495107	0.854745155288113	0.948381212285041	0.821097002242735	0.0336055131811511	0.386228381311266	0.948381212285041	0.786920146550378	0.327179832464554	0.0894918363580782
"ENSG00000131042.14 chr19_53398122"	0.972025426755106	0.0204416960479128	0.0890429180184897	0.829340023227267	0.711748898834225	0.0643951558991414	0.999057113340791	0.918576960958649	0.498690677156164	0.520847842692591	0.982631812748491
"ENSG00000187554.11 chr1_223946673"	-1	0.957786471012052	0.760047795810665	0.994600200463716	0.625776405970452	0.859234427142611	0.740959662999274	0.854745155288113	0.682396606327482	0.873333554490465	0.960711891984133
"ENSG00000132155.11 chr3_11869253"	-1	0.901331037216351	0.623501504331882	0.938523349098723	0.65331593866354	0.995441538583688	0.878970817195525	0.978572394484902	0.30190251100026	0.260896601284104	0.768638776736339
"ENSG00000130517.13 chr19_19040636"	-1	0.961260537984543	0.710445262994218	0.943384738488164	0.830781843193707	0.88868831856441	0.817821209602372	0.986077413798329	0.895003936116068	0.975032966417767	0.983197475324683
"ENSG00000146731.10 chr7_55579833"	-1	0.911848427086369	0.484200062075072	0.128166842754458	0.53036960613163	0.637579333930726	0.901055760779518	0.625605929847667	0.830612555762838	0.0805406351167151	0.551685066682096
"ENSG00000198417.6 chr16_57146805"	0.125244538984057	0.498690677156164	0.787327178771572	0.538653145734146	0.690843205435424	0.991875095943633	0.826792188272922	0.180710451883988	0.985893735363409	0.918576960958649	0.783237348852116
"ENSG00000196371.3 chr11_94592587"	0.490695773274669	0.873983685838576	0.623304583250615	0.859234427142611	0.680557095645017	0.89786077867171	0.660877325699991	0.155636488113038	0.79554909405794	0.81972061474244	0.226772132992949
"ENSG00000136770.10 chr10_22554618"	-1	0.665219127468565	0.891393132156589	0.435897295225943	0.875105297221374	0.80737404417035	0.985178903057405	0.927526141565638	0.92106800696367	0.82273822270246	0.848606413207257
"ENSG00000180938.5 chr8_124740928"	-1	0.969082532358161	0.863269072815855	0.986077413798329	0.93392458486212	0.857585047177741	0.985525528407411	0.89770389932929	0.893635762134938	0.948381212285041	0.913005145943259
"ENSG00000240184.6 chr5_141609675"	-1	0.96031267399407	0.624225179540432	0.965843483004059	0.720557823685371	0.887144995812562	0.383513896350515	0.968958188295965	0.81972061474244	0.894596797026914	0.743311788532363
"ENSG00000141505.11 chr17_6434904"	-1	0.986619831913479	0.995939154982833	0.675645618351355	0.8921241038006	0.388620077260944	0.994981458669239	0.760429022978201	0.901818911621335	0.973725290536698	0.965101863573851
"ENSG00000173093.12 chr12_110243294"	-1	-1	-1	-1	5.03449626588262e-07	-1	-1	-1	-1	-1	-1
"ENSG00000137675.4 chr11_103420049"	-1	0.721447576090388	-1	0.437384765200849	0.098698181634028	0.464724179877111	-1	-1	-1	0.81597611829703	0.728231323826193
"ENSG00000129151.8 chr11_27232829"	-1	0.900949332125415	0.979016217248618	0.654752579850342	0.835152610314867	-1	0.943071898141254	0.658336538149529	-1	0.613219646496892	0.539837512827371
"ENSG00000178233.17 chr6_44822463"	-1	0.827835566014289	0.647894474784295	0.148164420481512	0.728046904268546	-1	0.985977011664279	0.551685066682096	0.928621146757389	0.627414419365686	0.385022871515388
"ENSG00000110811.19 chr12_7149720"	0.415605095999262	0.895473707156999	0.780563141146802	0.64073545209999	0.777374368002173	0.812459261218839	0.81552935242924	0.794161670441424	0.964019019098387	0.835382650111362	0.544652693729072
"ENSG00000172932.14 chr11_67633828"	0.553980771959902	0.594952238939196	0.915777720997915	0.99615780965661	0.624127839203319	0.502003240875488	0.617057386806696	0.900290632173228	0.706232397937361	0.835382650111362	0.314713289826114
"ENSG00000100330.15 chr22_29919184"	0.100994021550001	0.786115132210369	0.776103201085869	0.337359925688418	0.669451598932057	0.579679736108291	0.334812981136004	0.697022944825502	0.296483493967237	0.465684364531033	0.468570552366817
"ENSG00000116478.11 chr1_32656103"	-1	0.93392458486212	0.923458393951352	0.901818911621335	0.173533083662415	0.610786921277772	0.933037488808121	0.547086005540407	0.5911592460044	0.542814667646871	0.678112733887631
"ENSG00000103037.11 chr16_58510391"	0.0179887517867425	0.311601681455528	0.221894695445233	0.511729907127738	0.181410264681568	0.139841783005731	0.446210599575924	0.809963821157547	0.633004744666845	0.952987296552146	0.905797863700987
"ENSG00000115657.12 chr2_219022449"	-1	0.999057113340791	0.698064289002818	0.781263577894532	0.651477407896825	0.995441538583688	0.688964607609826	0.781308117825002	0.826792188272922	0.923691848616267	0.983608732653814
"ENSG00000070367.15 chr14_56460892"	-1	0.671374866353327	0.774727948342301	0.982631812748491	0.977603276026405	0.793836379666103	0.919579715663469	0.61444526826558	0.996494227623509	0.962619294279342	0.964220939056741
"ENSG00000167118.10 chr9_127827660"	-1	0.889329355182118	0.714080472775493	0.366951228990735	0.796209450122395	0.901818911621335	0.985525528407411	0.598255853470082	0.613517112510113	0.197658633631245	0.8053753675212
"ENSG00000197147.13 chr1_90480870"	-1	0.941316027251976	0.908261158124287	0.974555260442663	0.848717763047103	0.965249451235816	0.937048010594212	0.87096877723519	0.861403800788909	0.933859876471591	0.857468411099024
"ENSG00000181019.12 chr16_69005395"	-1	0.148164420481512	0.863970226284547	0.691775513646389	0.352401248886808	0.998743089438937	0.767678122282347	0.342958180855027	0.351651357785404	0.88286148728564	0.919208754453848
"ENSG00000183273.6 chr12_119340529"	-1	-1	-1	0.899071909277117	-1	-1	0.873346772241029	-1	-1	-1	0.3335154718618
"ENSG00000143882.10 chr2_11441254"	-1	0.034841301024875	0.432877513049507	0.800936473870671	0.999788053313508	0.848606413207257	0.484343643268758	0.896993763215974	0.492421938833738	0.993133477628111	0.733513672250501
"ENSG00000138496.16 chr3_123154544"	0.271779751719207	0.720347937679781	0.986337581250283	0.671324306510485	0.708766388405974	0.501731867467678	0.327179832464554	0.697275686410745	0.973409489321346	0.884926258039244	0.803961169737308
"ENSG00000184588.17 chr1_65137380"	0.900949332125415	0.864585374212323	0.890775605279864	0.674005854132375	0.927780831446689	0.975518980108323	0.974159608427567	0.687005635683905	0.216744562522226	0.972291332882197	0.982724897396799
"ENSG00000164244.20 chr5_126931127"	0.937048010594212	0.787258327528381	0.933859876471591	0.896167451499504	0.987217785388672	0.501996207365903	0.798706763152441	0.99736444601969	0.67911633740087	0.7177454343683	0.977098331841347
"ENSG00000168003.16 chr11_63235736"	-1	0.490398049543289	0.848662125773716	0.870281138856681	0.775244331537406	0.97523885536422	0.899929444235284	0.88868831856441	0.720043539495786	0.82273822270246	0.892595683920583
"ENSG00000132718.8 chr1_155497486"	0.405971984655501	0.960826384451664	0.231437359560678	0.929400331382996	0.977098331841347	0.992659175661593	0.845637814759396	0.968287957577532	0.890775605279864	0.990250543939164	0.675645618351355
"ENSG00000120094.6 chr17_48536718"	-1	-1	-1	3.63165161556762e-05	9.40071505367396e-06	-1	-1	-1	-1	-1	-1
"ENSG00000269713.7 chr1_149048081"	0.00707260282365469	0.805633984765179	0.975436754147345	0.93028797427912	0.871160161843526	0.904992354434738	0.0449467944679549	0.871702146716877	0.860278580329733	0.938581568299199	0.591662013802453
"ENSG00000166441.12 chr11_8322890"	-1	0.956294080645499	0.787444995250796	0.422027731833971	0.680557095645017	0.951061285596279	0.881274523303963	0.395548189520545	0.634785945516967	0.895473707156999	0.958963091628701
"ENSG00000112078.13 chr6_36454432"	0.0627495474508842	0.771024223692239	0.856302995778092	0.57927383067854	0.358040165439759	0.481128477277073	0.925375962345358	0.414075753962308	0.583389168041627	0.602550315598894	0.35999525248209
"ENSG00000100884.9 chr14_25047278"	-1	0.468309499532601	0.999057113340791	0.941625522941678	0.84559116176096	0.797905920904022	0.834175257348255	0.654752579850342	0.659614257638689	0.880302318972698	0.78538963488054
"ENSG00000146857.3 chr7_135223777"	-1	-1	-1	-1	0.00772045773743224	-1	-1	-1	-1	-1	-1
"ENSG00000205643.10 chr22_45902557"	-1	0.771024223692239	0.990250543939164	0.952987296552146	0.968601787697314	0.974159608427567	0.271779751719207	0.748762366129763	0.901818911621335	0.979707257391805	0.796972852560114
"ENSG00000163935.13 chr3_52357166"	0.534089268487291	0.972329056564099	0.999057113340791	0.936367923842645	0.773217378582984	0.964891098100747	0.750909579680255	0.956294080645499	0.953767036905297	0.373172558416223	0.794545670347369
"ENSG00000253506.2 chr17_62162178"	-1	0.985178903057405	0.967862469919906	0.909613525779224	0.957997705060435	0.983433719787458	0.873864915578329	0.967189309103089	0.975365329311094	0.853713008012065	0.999492377858647
"ENSG00000175087.9 chr1_25155651"	0.357639695152968	0.880302318972698	0.497438594802225	0.792610785528946	0.822988318630886	0.900949332125415	0.903712142719389	0.888997956563032	0.585477627562876	0.519276040818491	0.511873724450916
"ENSG00000133067.17 chr1_202644435"	-1	0.977227835952675	0.964019019098387	0.902438026184869	0.416198906643959	0.579679736108291	0.895240633302	0.715079058132759	0.873864915578329	0.998133802009918	0.699258696778888
"ENSG00000140992.18 chr16_1727451"	0.933037488808121	0.88868831856441	0.952989026930345	0.971394828931707	0.914632026081631	0.999788053313508	0.871343107930598	0.993302740864091	0.974731975120464	0.973967042992304	0.911231533758208
"ENSG00000103528.16 chr16_19391023"	-1	0.762010029015732	0.651629729497933	0.989339625558921	0.614040554883609	0.226772132992949	0.226653810016394	0.972291332882197	0.600887791187519	0.878436742439245	0.962619294279342
"ENSG00000010219.13 chr12_4600261"	0.453903019700489	0.952462902161538	0.911393063024093	0.645050724166153	0.669451598932057	0.972792988884176	0.985525528407411	0.901818911621335	0.986077413798329	0.970382805314529	0.921802614258222
"ENSG00000173237.4 chr11_67803162"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.930064977690578
"ENSG00000091317.7 chr3_32464248"	0.141926494121479	0.982631812748491	0.449897666619478	0.371755331143279	0.61594064353516	0.511785764857319	0.933444815166447	0.940051948910332	0.988153901292653	0.409930061508324	0.644314164309298
"ENSG00000143127.12 chr1_146703000"	-1	0.655574047958421	0.983291372583776	0.844328611158575	0.826792188272922	0.271779751719207	0.974159608427567	0.84950123993134	0.963035907726071	0.972814154256964	0.975365329311094
"ENSG00000166900.15 chr11_59556388"	0.736109570763572	0.952987296552146	0.894341961421785	0.888324113443543	0.897095408364381	0.877943206192981	0.777721960182511	0.934933525892954	0.873109464747654	0.902160209420081	0.557238157973662
"ENSG00000266826.2 chr17_59361225"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"ENSG00000149806.10 chr11_64546415"	0.699472955904059	0.984710582374621	0.51075936074601	0.98057270841572	0.650589820673717	0.987667400507789	0.996524683667258	0.698866976125414	0.903042711101609	0.451592526038888	0.800636771743477
"ENSG00000148200.16 chr9_124919861"	0.912802556732755	0.916419448403227	0.928621146757389	0.982631812748491	0.927103278957117	0.903762618060122	0.96031267399407	0.788092468332571	0.235380249993872	0.923458393951352	0.998590191776738
"ENSG00000106305.9 chr7_6069602"	0.338201090383337	0.776155998309631	0.972792988884176	0.294298033493119	0.700249379462477	0.660299638760968	0.819598392335269	0.5155637874988	0.905655639690127	0.138744057606388	0.697022944825502
"ENSG00000177752.14 chr4_43797801"	0.433682956990691	0.908714337078639	0.0988472842391153	-1	-1	-1	0.119641764145059	0.569992238710432	0.117174065900853	-1	-1
"ENSG00000143669.13 chr1_236294971"	0.483957327944131	0.314703523559484	0.985969591366645	0.982631812748491	0.966524141478006	0.901697179902246	0.985178903057405	0.88868831856441	0.891935225438566	0.943035898829278	0.992955258710497
"ENSG00000152467.9 chr19_57464181"	-1	0.886024675918427	0.983161228794559	0.893635762134938	0.943035898829278	-1	0.876901232477945	0.647894474784295	0.864630781901996	0.681483936275457	0.803171712463864
"ENSG00000111364.15 chr12_123675338"	0.000358532703102994	0.858110710150032	0.937048010594212	0.407404401545352	0.888591937964685	0.64637896111927	0.421681732502129	0.88286148728564	0.504958446928055	0.265966393877127	0.873864915578329
"ENSG00000114248.9 chr3_169869953"	-1	-1	0.270589584410653	-1	-1	-1	0.000504385039451806	-1	-1	0.0798610491789372	0.00124721694292751
"ENSG00000163736.3 chr4_74624662"	-1	0.95350496346354	-1	0.96031267399407	-1	0.259303301668309	0.725465942900811	0.226772132992949	0.681513771499923	-1	-1
"ENSG00000162434.11 chr1_64968260"	0.225176355958569	0.402376906677981	0.865489907966125	0.687005635683905	0.147512707029988	0.989339625558921	0.613517112510113	0.901818911621335	0.205769966229235	0.690843205435424	0.858110710150032
"ENSG00000078902.15 chr11_1249735"	0.977790680608551	0.757810440019906	0.283034051788495	0.656359121435878	0.837080536708308	0.985775152614202	0.999057113340791	0.895240633302	0.851132555060436	0.979016217248618	0.624476081430791
"ENSG00000049860.13 chr5_74685445"	-1	0.937048010594212	0.887144995812562	0.379351683773474	0.625776405970452	0.422388738284375	0.789550509414238	0.624225179540432	0.995110399569015	0.775257441368672	0.28307244364895
"ENSG00000167074.14 chr22_41717161"	0.317973344590028	0.926281586502053	0.862442563759508	0.92007427403289	0.977144540213988	0.11216771618417	0.275211392579479	0.265966393877127	0.245289445532965	0.961856523803789	0.94971221089322
"ENSG00000206199.10 chr3_149794775"	-1	-1	-1	-1	-1	-1	0.151863278457157	-1	-1	-1	-1
"ENSG00000163848.19 chr3_125141021"	-1	0.983161228794559	0.895473707156999	0.361962666066284	0.291622449277034	0.909950283348806	0.500448524209129	0.994510630647013	0.941316027251976	0.723988274372404	0.946489511258931
"ENSG00000160325.14 chr9_132828088"	-1	0.985525528407411	0.823663094333454	0.91320163368204	0.979506915190754	0.91869141104956	0.933037488808121	0.864585374212323	0.952459216585069	0.889138966966315	0.964019019098387
